name,Energie,Acide Gras,Sucre,Sodium,Proteine,Fibre,Teneur en fruits,nova_grade,nutriscore_grade,nutriscore_score,categories
"Carotte Panais Patate Douce Dinde, avec morceaux",240.0,0.3,2.6,32.0,2.4,2.0,0.0,3.0,A,-3,Repas pour bébés
"Légumes, volaille à la basquaise avec morceaux",287.0,0.3,2.4,28.0,2.5,1.5,0.0,3.0,A,-2,Repas pour bébés
"Risotto Saumon Champignon, avec morceaux",314.0,0.9,1.3,36.0,3.5,1.2,0.0,3.0,A,-3,Repas pour bébés
6 / 10 Oeufs frais de,593.0,2.6,0.8,132.0,12.6,0.0,0.0,1.0,A,-1,"Produits d'élevages, Frais, Œufs, Œufs de poules, Œufs de poules élevées en plein air, Oeufs biologiques, Oeufs labellisés biologiques"
6 / 10 Oeufs frais de,593.0,2.6,0.8,132.0,12.6,0.0,0.0,1.0,A,-1,"Produits d'élevages, Œufs, Œufs de poules, Œufs de poules élevées en plein air, Oeufs-labellises-biologiques"
Macédoine de Légumes,148.0,0.1,1.1,280.0,2.1,3.4,100.0,3.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Conserves, Aliments à base de fruits et de légumes, Snacks salés, Amuse-gueules, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Légumes préparés, Macédoines de légumes en conserve, Entrées froides, Macédoines de légumes, en:Canned-drained-diced-mixed-vegetables"
Coulis de tomates,210.0,0.08,7.4,120.0,2.1,2.8,99.0,3.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Aliments à base de fruits et de légumes, Légumes et dérivés, Sauces, Tomates et dérivés, Coulis de tomates, en:groceries"
Chair de tomates basilic,218.0,0.2,4.8,120.0,1.3,2.4,93.0,3.0,A,-5,"Condiments, Sauces, Sauces tomate, Sauces tomates au basilic, Epicerie, Pulpes et purées de tomate"
Purée pomme myrtille,235.0,0.2,10.0,4.0,0.4,1.6,99.0,1.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes myrtille, Compotes de fruits rouges"
Purée pomme pruneau,315.0,0.2,14.0,4.0,0.8,1.4,99.0,1.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes pruneau"
Compote pomme allégée en sucre,298.0,0.2,14.0,4.0,0.3,1.4,97.0,3.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature, Compotes allégées"
Pois chiches au naturel 240g ne,571.0,0.6,2.8,112.0,6.9,4.8,70.0,3.0,A,-10,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Légumineuses sèches, Pois chiches, Légumineuses en conserve, Pois chiches en conserve"
Pois chiches au naturel 240g ne,571.0,0.6,2.8,112.0,6.9,4.8,70.0,3.0,A,-10,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Légumineuses sèches, Pois chiches"
Pois chiches au naturel 450g ne,571.0,0.6,2.8,112.0,6.9,4.8,70.0,3.0,A,-10,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Légumineuses sèches, Pois chiches, Légumineuses en conserve, Pois chiches en conserve"
Pois chiches au naturel 450g ne,571.0,0.6,2.8,112.0,6.9,4.8,70.0,3.0,A,-10,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Légumineuses sèches, Pois chiches"
Haricots blancs Lingots naturel 280g ne,458.0,0.2,0.6,164.0,6.5,7.0,80.0,3.0,A,-11,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Graines, Graines de légumineuses, Légumineuses sèches, Haricots, Haricots blancs"
Lentilles vertes au naturel 240g ne,307.0,0.1,0.2,240.0,5.5,4.0,70.0,3.0,A,-8,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Graines, Graines de légumineuses, Légumineuses sèches, Lentilles, Lentilles vertes"
Champignons de Paris émincés 115g ne,109.0,0.0,0.1,176.0,2.6,2.4,59.0,3.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Champignons et produits dérivés, Champignons, Champignons en conserve, Champignons de Paris en conserve, Champignons de Paris émincés en conserve"
Purée pomme gourde,244.0,0.1,13.0,4.0,0.5,1.5,99.0,1.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature, Compotes à boire"
Purée pomme,239.0,0.0,11.0,4.0,0.2,2.0,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature"
Purée pomme,239.0,0.0,11.0,4.0,0.2,2.0,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature, Purée de fruits sans sucres ajoutés, Compotes sans sucres"
Purée pomme,239.0,0.0,11.0,4.0,0.2,2.0,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature"
Purée pomme,239.0,0.0,11.0,4.0,0.2,2.0,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature, Purée de fruits sans sucres ajoutés, Compotes sans sucres"
Purée pomme rhubarbe,197.0,0.0,6.9,4.0,0.5,1.7,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes rhubarbe, Compotes de rhubarbe"
Farine d'épeautre ancien T110,1449.0,0.2,1.5,0.0,12.0,7.0,0.0,1.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, Farines de froment, Farines de blé type T110, Farines d'épeautre, Farines d'épeautre T110"
Farine de blé T150,1420.0,0.2,1.7,0.0,11.0,13.0,0.0,1.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, Farines de froment, en:Whole wheat flours, Farines de froment T150"
Farine de seigle T130,1457.0,0.2,1.5,0.0,7.5,10.0,0.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de seigle, Farines de seigle T130"
Farine de sarrasin T130,1453.0,0.7,1.4,0.0,11.0,5.8,0.0,1.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Aides culinaires, Aides à la pâtisserie, Farines de pain, Farines de sarrasin"
Farine de grand épeautre T130,1453.0,0.1,2.2,8.0,10.0,7.9,0.0,1.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Aides culinaires, Farines de blé, Aides à la pâtisserie, Farines de pain, Farines d'épeautre"
Farine de 5 céréales T130,1449.0,0.0,1.4,0.0,10.0,7.2,0.0,1.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales"
Muesli graines fruits secs,1508.0,0.8,14.0,8.0,11.0,10.0,0.0,3.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis aux fruits"
Croque Tofou Curry et Pavot,168.0,1.5,1.3,380.0,14.0,4.9,12.7,4.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Substituts de viande, Galettes végétariennes, Galettes de tofu"
Purée 100% carottes,114.0,0.1,4.6,40.0,0.6,2.5,100.0,3.0,A,-6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Surgelés, Plats préparés, Légumes préparés, Purées, Purées de légumes, Purées de carottes"
Croc tofou Cèpes en Persillade,156.0,1.3,0.8,400.0,14.0,5.5,0.0,3.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Substituts de viande, Galettes végétariennes, Galettes de tofu, Galettes véganes"
Burger pavot sarrasin,1149.0,0.4,5.4,420.0,8.1,4.6,0.0,4.0,A,-1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains Burger"
Dessert Figues,340.0,0.3,10.5,32.0,3.7,2.0,9.0,4.0,A,-1,"Aliments et boissons à base de végétaux, en:dairies-substitutes, Desserts, Produits fermentés, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits"
Barquette Tagliatelles,1227.0,0.6,1.6,20.0,11.0,2.3,0.0,1.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Surgelés, Pâtes alimentaires, Nouilles, Pâtes aux œufs, Pâtes fraîches, Pâtes fraîches aux œufs, Nouilles aux oeufs, Tagliatelles aux œufs, Pâtes de Savoie"
Barquette Tagliatelles,1227.0,0.6,1.6,20.0,11.0,2.3,0.0,1.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Nouilles, Pâtes aux œufs, Pâtes fraîches, Pâtes fraîches aux œufs, Nouilles aux oeufs, Tagliatelles aux œufs, Pâtes de Savoie"
"POM'POTES Compote Gourdes Sans Sucres Ajoutés Pomme, Pomme Poire, Pomme Banane Fraise 16x90g Format Familial",244.0,0.2,10.0,4.0,0.5,1.6,99.7,4.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature, Compotes pommes poires, Compotes pommes banane fraise"
Haricots verts coupés,101.0,0.0,0.8,300.0,1.6,2.8,100.0,3.0,A,-4,Légumes en conserve et bocal
Haricots verts coupés,101.0,0.0,0.8,300.0,1.6,2.8,100.0,3.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Aliments à base de fruits et de légumes, Légumineuses, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Haricots verts, Légumineuses en conserve, Haricots verts en conserve"
Spécialités laitières fruits 0% 8X125,171.0,0.1,5.1,80.0,4.1,0.5,10.0,4.0,A,-1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts allégés en matière grasse"
Duo de Crudités,482.0,1.0,3.1,360.0,1.0,3.0,70.0,4.0,A,-2,"Plats préparés, Salades composées, Réfrigérés, Plats préparés réfrigérés, en:salads"
Harrys pain de mie extra moelleux complet,1118.0,0.4,4.5,400.0,8.6,8.5,0.0,4.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains complets, Pains de mie complet"
"Cuisse de poulet, Jus au thym & PDT rustiques",541.0,1.7,0.7,240.0,10.0,1.0,1.0,3.0,A,-2,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats à la volaille, Plats au poulet, Plats préparés à réchauffer au micro-ondes"
"Escalope Milanaise, Dinde 100% filet",670.0,0.9,2.6,268.0,7.9,1.2,16.4,3.0,A,-2,"Viandes, Plats préparés, Frais, en:meat-based-products, Plats à base de pâtes, Plats préparés à la viande, Volailles, Plats préparés frais, Plats à la volaille, Plats préparés à réchauffer au micro-ondes, Plats à la dinde, Escalopes milanaises aux spaghettis"
Macaroni sauce tomate et boulettes au bœuf,646.0,1.2,2.8,268.0,7.0,1.3,27.7,3.0,A,-1,"Plats préparés, Frais, en:meat-based-products, Plats à base de pâtes, Plats préparés à la viande, Plats au bœuf, Plats préparés frais, Plats préparés à réchauffer au micro-ondes, Plats-prepares-a-rechauffer-au-bain-marie"
Steaks Hachés 5% MG,515.0,2.0,0.5,68.0,21.0,0.5,0.0,1.0,A,-3,"Viandes, Bœuf, Frais, Steaks de viande, Steaks de bœuf, Viandes fraîches, Steaks hachés, Steaks de bœuf hachés, Steaks hachés frais, Steaks hachés de bœuf frais"
5 fagots de Haricots verts extra fins 405 g,73.0,0.1,1.3,250.0,1.3,2.9,55.38,3.0,A,-2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Aliments à base de fruits et de légumes, Légumineuses, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Haricots verts, Légumineuses en conserve, Haricots verts en conserve"
Betteraves En dés,128.0,0.0,4.8,240.0,1.0,2.4,85.0,4.0,A,-4,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Betteraves, Betteraves en conserve"
Petits pois à l\'étuvée très fins,359.0,0.1,4.6,260.0,5.4,5.8,95.0,4.0,A,-9,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Aliments à base de fruits et de légumes, Légumineuses, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Légumineuses en conserve, Petits pois, Petits pois en conserve"
Pomme rhubarbe,324.0,0.2,16.0,0.0,0.5,1.5,90.0,3.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes rhubarbe"
Chili sin carne,213.0,0.1,2.6,224.0,3.2,3.1,94.4,3.0,A,-7,"Condiments, Sauces, Sauces tomate, Sauces aux légumes, Sauces tomate aux petits légumes, en:groceries, Préemballée"
Houmous pois chiches betterave,777.0,1.6,2.3,480.0,4.1,2.8,91.4,3.0,A,-1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Sauces, Trempettes, Houmous"
"Panier de Yoplait (0 % MG, 0 % Sucres ajoutés) - (Cerise, Fraise, Framboise, Mûre) 8 Pots",177.0,0.1,4.6,72.0,4.0,0.4,10.0,4.0,A,-1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Frais, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts aux fruits avec morceaux, Yaourts allégés en matière grasse, Yaourts multifruits"
P'tite pomme 100% françaises,225.0,0.0,11.0,4.0,0.0,2.0,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Pommes"
"Moussaka (Aubergine - Bœuf), Surgelée",492.0,1.8,3.8,228.0,4.9,1.8,51.2,4.0,A,-1,"Surgelés, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Moussaka, Plats préparés à réchauffer au four traditionnel"
"Moussaka (Aubergine - Bœuf), Surgelée",492.0,1.8,3.8,228.0,4.9,1.8,51.2,4.0,A,-1,"Surgelés, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Moussaka, Plats préparés à réchauffer au four traditionnel"
Gourde Fruits Pomme Framboise Myrtille,59.0,0.0,11.7,4.0,0.5,2.7,100.0,1.0,A,-5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes myrtille, Compotes à boire"
